Time Elapsed (s),Voltage
0.286,0.000000
0.286,0.000000
0.286,0.000000
0.286,0.000000
0.286,0.000000
0.286,0.000000
0.293,0.000000
0.293,0.000000
0.293,0.000000
0.293,0.000000
0.293,0.000000
0.293,0.000000
0.293,0.000000
0.293,0.000000
0.303,0.000000
0.303,0.000000
0.303,0.000000
0.303,0.000000
0.303,0.000000
0.309,0.000000
0.309,0.000000
0.309,0.000000
0.309,0.000000
0.309,0.000000
0.309,0.000000
0.309,0.000000
0.309,0.000000
0.309,0.000000
0.320,0.000000
0.320,0.000000
0.320,0.000000
0.320,0.000000
0.320,0.000000
0.326,0.000000
0.326,0.000000
0.326,0.000000
0.326,0.000000
0.326,0.000000
0.326,0.000000
0.326,0.000000
0.326,0.000000
0.326,0.000000
0.336,0.000000
0.336,0.000000
0.336,0.000000
0.336,0.000000
0.336,0.000000
0.343,0.000000
0.343,0.000000
0.343,0.000000
0.343,0.000000
0.343,0.000000
0.343,0.000000
0.343,0.000000
0.343,0.000000
0.353,0.000000
0.353,0.000000
0.353,0.000000
0.353,0.000000
0.353,0.000000
0.359,0.000000
0.359,0.000000
0.359,0.000000
0.359,0.000000
0.359,0.000000
0.359,0.000000
0.359,0.000000
0.359,0.000000
0.359,0.000000
0.369,0.000000
0.369,0.000000
0.369,0.000000
0.369,0.000000
0.369,0.000000
0.376,0.000000
0.376,0.000000
0.376,0.000000
0.376,0.000000
0.376,0.000000
0.376,0.000000
0.376,0.000000
0.376,0.000000
0.386,0.000000
0.386,0.000000
0.386,0.000000
0.386,0.000000
0.386,0.000000
0.386,0.000000
0.392,0.000000
0.392,0.000000
0.392,0.000000
0.392,0.000000
0.392,0.000000
0.392,0.000000
0.392,0.000000
0.392,0.000000
0.403,0.000000
0.404,0.000000
0.405,0.000000
0.406,0.000000
0.408,0.000000
0.408,0.000000
0.409,0.000000
0.411,0.000000
0.413,0.000000
0.414,0.000000
0.415,0.000000
0.416,0.000000
0.417,0.000000
0.419,0.000000
0.420,0.000000
0.421,0.000000
0.422,0.000000
0.423,0.000000
0.424,0.000000
0.425,0.000000
0.427,0.000000
0.428,0.000000
0.430,0.000000
0.431,0.000000
0.432,0.000000
0.433,0.000000
0.434,0.000000
0.436,0.000000
0.437,0.000000
0.438,0.000000
0.439,0.000000
0.441,0.000000
0.442,0.000000
0.443,0.000000
0.444,0.000000
0.445,0.000000
0.447,0.000000
0.448,0.000000
0.449,0.000000
0.450,0.000000
0.451,0.000000
0.453,0.000000
0.454,0.000000
0.455,0.000000
0.456,0.000000
0.457,0.000000
0.459,0.000000
0.460,0.000000
0.461,0.000000
0.463,0.000000
0.464,0.000000
0.465,0.000000
0.466,0.000000
0.468,0.000000
0.468,0.000000
0.470,0.000000
0.471,0.000000
0.473,0.000000
0.474,0.000000
0.475,0.000000
0.476,0.000000
0.477,0.000000
0.479,0.000000
0.480,0.000000
0.481,0.000000
0.482,0.000000
0.483,0.000000
0.485,0.000000
0.486,0.000000
0.487,0.000000
0.488,0.000000
0.490,0.000000
0.491,0.000000
0.492,0.000000
0.493,0.000000
0.494,0.000000
0.495,0.000000
0.496,0.000000
0.498,0.000000
0.499,0.000000
0.500,0.000000
0.502,0.000000
0.503,0.000000
0.504,0.000000
0.505,0.000000
0.506,0.000000
0.508,0.000000
0.509,0.000000
0.510,0.000000
0.512,0.000000
0.513,0.000000
0.513,0.000000
0.515,0.000000
0.516,0.000000
0.517,0.000000
0.519,0.000000
0.520,0.000000
0.522,0.000000
0.522,0.000000
0.523,0.000000
0.524,0.000000
0.525,0.000000
0.527,0.000000
0.528,0.000000
0.529,0.000000
0.530,0.000000
0.532,0.000000
0.533,0.000000
0.535,0.000000
0.536,0.000000
0.537,0.000000
0.538,0.000000
0.540,0.000000
0.540,0.000000
0.541,0.000000
0.542,0.000000
0.543,0.000000
0.546,0.000000
0.547,0.000000
0.548,0.000000
0.549,0.000000
0.550,0.000000
0.552,0.000000
0.553,0.000000
0.554,0.000000
0.555,0.000000
0.556,0.000000
0.558,0.000000
0.559,0.000000
0.560,0.000000
0.562,0.000000
0.563,0.000000
0.564,0.000000
0.564,0.000000
0.567,0.000000
0.568,0.000000
0.568,0.000000
0.571,0.000000
0.571,0.000000
0.573,0.000000
0.573,0.000000
0.575,0.000000
0.576,0.000000
0.577,0.000000
0.579,0.000000
0.580,0.000000
0.582,0.000000
0.582,0.000000
0.584,0.000000
0.585,0.000000
0.586,0.000000
0.586,0.000000
0.588,0.000000
0.590,0.000000
0.590,0.000000
0.592,0.000000
0.593,0.000000
0.594,0.000000
0.596,0.000000
0.597,0.000000
0.598,0.000000
0.599,0.000000
0.600,0.000000
0.602,0.000000
0.602,0.000000
0.604,0.000000
0.605,0.000000
0.607,0.000000
0.608,0.000000
0.608,0.000000
0.609,0.000000
0.611,0.000000
0.612,0.000000
0.614,0.000000
0.615,0.000000
0.616,0.000000
0.618,0.000000
0.619,0.000000
0.620,0.000000
0.621,0.000000
0.622,0.000000
0.623,0.000000
0.624,0.000000
0.625,0.000000
0.627,0.000000
0.628,0.000000
0.630,0.000000
0.631,0.000000
0.632,0.000000
0.633,0.000000
0.634,0.000000
0.636,0.000000
0.637,0.000000
0.638,0.000000
0.640,0.000000
0.641,0.000000
0.642,0.000000
0.643,0.000000
0.643,0.000000
0.645,0.000000
0.647,0.000000
0.647,0.000000
0.648,0.000000
0.650,0.000000
0.651,0.000000
0.652,0.000000
0.653,0.000000
0.656,0.000000
0.656,0.000000
0.657,0.000000
0.658,0.000000
0.659,0.000000
0.661,0.000000
0.662,0.000000
0.664,0.000000
0.665,0.000000
0.666,0.000000
0.667,0.000000
0.668,0.000000
0.670,0.000000
0.671,0.000000
0.672,0.000000
0.673,0.000000
0.675,0.000000
0.676,0.000000
0.676,0.000000
0.679,0.000000
0.680,0.000000
0.681,0.000000
0.682,0.000000
0.684,0.000000
0.685,0.000000
0.686,0.000000
0.687,0.000000
0.688,0.000000
0.690,0.000000
0.691,0.000000
0.692,0.000000
0.692,0.000000
0.695,0.000000
0.696,0.000000
0.697,0.000000
0.698,0.000000
0.699,0.000000
0.701,0.000000
0.702,0.000000
0.703,0.000000
0.704,0.000000
0.705,0.000000
0.707,0.000000
0.708,0.000000
0.709,0.000000
0.710,0.000000
0.711,0.000000
0.712,0.000000
0.714,0.000000
0.714,0.000000
0.717,0.000000
0.717,0.000000
0.719,0.000000
0.719,0.000000
0.721,0.000000
0.721,0.000000
0.724,0.000000
0.724,0.000000
0.725,0.000000
0.727,0.000000
0.728,0.000000
0.729,0.000000
0.731,0.000000
0.732,0.000000
0.732,0.000000
0.734,0.000000
0.736,0.000000
0.737,0.000000
0.738,0.000000
0.739,0.000000
0.741,0.000000
0.742,0.000000
0.742,0.000000
0.743,0.000000
0.745,0.000000
0.746,0.000000
0.747,0.000000
0.749,0.000000
0.750,0.000000
0.751,0.000000
0.752,0.000000
0.753,0.000000
0.755,0.000000
0.757,0.000000
0.758,0.000000
0.759,0.000000
0.759,0.000000
0.761,0.000000
0.763,0.000000
0.764,0.000000
0.765,0.000000
0.766,0.000000
0.768,0.000000
0.769,0.000000
0.770,0.000000
0.771,0.000000
0.772,0.000000
0.774,0.000000
0.774,0.000000
0.775,0.000000
0.777,0.000000
0.778,0.000000
0.779,0.000000
0.780,0.000000
0.782,0.000000
0.783,0.000000
0.784,0.000000
0.785,0.000000
0.787,0.000000
0.789,0.000000
0.790,0.000000
0.791,0.000000
0.792,0.000000
0.792,0.000000
0.792,0.000000
0.795,0.000000
0.797,0.000000
0.798,0.000000
0.799,0.000000
0.800,0.000000
0.801,0.000000
0.803,0.000000
0.803,0.000000
0.806,0.000000
0.806,0.000000
0.808,0.000000
0.808,0.000000
0.810,0.000000
0.811,0.000000
0.812,0.000000
0.813,0.000000
0.815,0.000000
0.816,0.000000
0.817,0.000000
0.818,0.000000
0.819,0.000000
0.821,0.000000
0.821,0.000000
0.824,0.000000
0.825,0.000000
0.826,0.000000
0.827,0.000000
0.828,0.000000
0.829,0.000000
0.831,0.000000
0.832,0.000000
0.833,0.000000
0.834,0.000000
0.835,0.000000
0.837,0.000000
0.838,0.000000
0.839,0.000000
0.841,0.000000
0.842,0.000000
0.843,0.000000
0.844,0.000000
0.845,0.000000
0.846,0.000000
0.848,0.000000
0.849,0.000000
0.850,0.000000
0.851,0.000000
0.853,0.000000
0.854,0.000000
0.855,0.000000
0.856,0.000000
0.857,0.000000
0.858,0.000000
0.860,0.000000
0.860,0.000000
0.863,0.000000
0.863,0.000000
0.865,0.000000
0.866,0.000000
0.867,0.000000
0.868,0.000000
0.870,0.000000
0.870,0.000000
0.870,0.000000
0.870,0.000000
0.870,0.000000
0.876,0.000000
0.876,0.000000
0.876,0.000000
0.876,0.000000
0.876,0.000000
0.876,0.000000
0.876,0.000000
0.876,0.000000
0.886,0.000000
0.886,0.000000
0.886,0.000000
0.886,0.000000
0.886,0.000000
0.892,0.000000
0.893,0.000000
0.893,0.000000
0.893,0.000000
0.893,0.000000
0.893,0.000000
0.893,0.000000
0.893,0.000000
0.893,0.000000
0.903,0.000000
0.903,0.000000
0.903,0.000000
0.903,0.000000
0.903,0.000000
0.909,0.000000
0.909,0.000000
0.909,0.000000
0.909,0.000000
0.909,0.000000
0.909,0.000000
0.909,0.000000
0.909,0.000000
0.909,0.000000
0.920,0.000000
0.920,0.000000
0.920,0.000000
0.920,0.000000
0.920,0.000000
0.926,0.000000
0.926,0.000000
0.926,0.000000
0.926,0.000000
0.926,0.000000
0.926,0.000000
0.926,0.000000
0.926,0.000000
0.936,0.000000
0.936,0.000000
0.936,0.000000
0.936,0.000000
0.936,0.000000
0.942,0.000000
0.943,0.000000
0.944,0.000000
0.946,0.000000
0.947,0.000000
0.948,0.000000
0.949,0.000000
0.951,0.000000
0.951,0.000000
0.953,0.000000
0.954,0.000000
0.955,0.000000
0.957,0.000000
0.958,0.000000
0.959,0.000000
0.960,0.000000
0.961,0.000000
0.962,0.000000
0.963,0.000000
0.965,0.000000
0.967,0.000000
0.968,0.000000
0.969,0.000000
0.970,0.000000
0.971,0.000000
0.973,0.000000
0.974,0.000000
0.975,0.000000
0.975,0.000000
0.977,0.000000
0.979,0.000000
0.980,0.000000
0.981,0.000000
0.982,0.000000
0.983,0.000000
0.985,0.000000
0.986,0.000000
0.987,0.000000
0.988,0.000000
0.990,0.000000
0.991,0.000000
0.992,0.000000
0.993,0.000000
0.994,0.000000
0.996,0.000000
0.997,0.000000
0.998,0.000000
1.000,0.000000
1.001,0.000000
1.002,0.000000
1.003,0.000000
1.004,0.000000
1.005,0.000000
1.007,0.000000
1.008,0.000000
1.009,0.000000
1.010,0.000000
1.012,0.000000
1.013,0.000000
1.014,0.000000
1.015,0.000000
1.016,0.000000
1.018,0.000000
1.019,0.000000
1.020,0.000000
1.022,0.000000
1.023,0.000000
1.024,0.000000
1.026,0.000000
1.027,0.000000
1.027,0.000000
1.028,0.000000
1.030,0.000000
1.031,0.000000
1.032,0.000000
1.033,0.000000
1.034,0.000000
1.036,0.000000
1.037,0.000000
1.038,0.000000
1.039,0.000000
1.040,0.000000
1.042,0.000000
1.042,0.000000
1.044,0.000000
1.046,0.000000
1.047,0.000000
1.048,0.000000
1.050,0.000000
1.051,0.000000
1.052,0.000000
1.053,0.000000
1.054,0.000000
1.055,0.000000
1.057,0.000000
1.058,0.000000
1.059,0.000000
1.061,0.000000
1.062,0.000000
1.063,0.000000
1.064,0.000000
1.065,0.000000
1.066,0.000000
1.068,0.000000
1.069,0.000000
1.071,0.000000
1.072,0.000000
1.073,0.000000
1.074,0.000000
1.076,0.000000
1.076,0.000000
1.078,0.000000
1.079,0.000000
1.081,0.000000
1.081,0.000000
1.083,0.000000
1.084,0.000000
1.085,0.000000
1.086,0.000000
1.087,0.000000
1.089,0.000000
1.089,0.000000
1.091,0.000000
1.092,0.000000
1.093,0.000000
1.094,0.000000
1.096,0.000000
1.097,0.000000
1.098,0.000000
1.099,0.000000
1.101,0.000000
1.103,0.000000
1.103,0.000000
1.105,0.000000
1.106,0.000000
1.107,0.000000
1.108,0.000000
1.109,0.000000
1.110,0.000000
1.112,0.000000
1.113,0.000000
1.114,0.000000
1.115,0.000000
1.117,0.000000
1.118,0.000000
1.119,0.000000
1.121,0.000000
1.121,0.000000
1.123,0.000000
1.123,0.000000
1.125,0.000000
1.126,0.000000
1.127,0.000000
1.129,0.000000
1.130,0.000000
1.131,0.000000
1.133,0.000000
1.134,0.000000
1.135,0.000000
1.136,0.000000
1.137,0.000000
1.139,0.000000
1.140,0.000000
1.141,0.000000
1.142,0.000000
1.143,0.000000
1.144,0.000000
1.146,0.000000
1.147,0.000000
1.149,0.000000
1.150,0.000000
1.152,0.000000
1.152,0.000000
1.154,0.000000
1.154,0.000000
1.156,0.000000
1.157,0.000000
1.158,0.000000
1.160,0.000000
1.161,0.000000
1.161,0.000000
1.163,0.000000
1.164,0.000000
1.165,0.000000
1.167,0.000000
1.168,0.000000
1.169,0.000000
1.171,0.000000
1.172,0.000000
1.173,0.000000
1.174,0.000000
1.175,0.000000
1.176,0.000000
1.178,0.000000
1.179,0.000000
1.180,0.000000
1.181,0.000000
1.183,0.000000
1.183,0.000000
1.185,0.000000
1.187,0.000000
1.188,0.000000
1.189,0.000000
1.190,0.000000
1.191,0.000000
1.192,0.000000
1.193,0.000000
1.194,0.000000
1.196,0.000000
1.197,0.000000
1.199,0.000000
1.199,0.000000
1.202,0.000000
1.202,0.000000
1.203,0.000000
1.205,0.000000
1.206,0.000000
1.207,0.000000
1.209,0.000000
1.209,0.000000
1.210,0.000000
1.211,0.000000
1.213,0.000000
1.214,0.000000
1.215,0.000000
1.217,0.000000
1.218,0.000000
1.219,0.000000
1.221,0.000000
1.222,0.000000
1.223,0.000000
1.224,0.000000
1.226,0.000000
1.226,0.000000
1.228,0.000000
1.228,0.000000
1.230,0.000000
1.232,0.000000
1.233,0.000000
1.234,0.000000
1.235,0.000000
1.237,0.000000
1.237,0.000000
1.238,0.000000
1.240,0.000000
1.241,0.000000
1.242,0.000000
1.244,0.000000
1.245,0.000000
1.246,0.000000
1.248,0.000000
1.249,0.000000
1.250,0.000000
1.252,0.000000
1.252,0.000000
1.254,0.000000
1.254,0.000000
1.256,0.000000
1.257,0.000000
1.258,0.000000
1.259,0.000000
1.260,0.000000
1.263,0.000000
1.263,0.000000
1.264,0.000000
1.266,0.000000
1.266,0.000000
1.268,0.000000
1.270,0.000000
1.270,0.000000
1.271,0.000000
1.273,0.000000
1.274,0.000000
1.275,0.000000
1.276,0.000000
1.278,0.000000
1.279,0.000000
1.280,0.000000
1.281,0.000000
1.283,0.000000
1.284,0.000000
1.285,0.000000
1.286,0.000000
1.288,0.000000
1.289,0.000000
1.291,0.000000
1.291,0.000000
1.292,0.000000
1.294,0.000000
1.295,0.000000
1.296,0.000000
1.297,0.000000
1.299,0.000000
1.300,0.000000
1.301,0.000000
1.302,0.000000
1.303,0.000000
1.304,0.000000
1.306,0.000000
1.307,0.000000
1.308,0.000000
1.309,0.000000
1.311,0.000000
1.312,0.000000
1.314,0.000000
1.314,0.000000
1.315,0.000000
1.317,0.000000
1.318,0.000000
1.319,0.000000
1.321,0.000000
1.322,0.000000
1.323,0.000000
1.324,0.000000
1.325,0.000000
1.326,0.000000
1.327,0.000000
1.329,0.000000
1.330,0.000000
1.331,0.000000
1.333,0.000000
1.334,0.000000
1.335,0.000000
1.336,0.000000
1.337,0.000000
1.339,0.000000
1.340,0.000000
1.341,0.000000
1.342,0.000000
1.343,0.000000
1.345,0.000000
1.347,0.000000
1.347,0.000000
1.348,0.000000
1.351,0.000000
1.351,0.000000
1.353,0.000000
1.353,0.000000
1.355,0.000000
1.355,0.000000
1.357,0.000000
1.358,0.000000
1.359,0.000000
1.361,0.000000
1.362,0.000000
1.362,0.000000
1.364,0.000000
1.366,0.000000
1.367,0.000000
1.368,0.000000
1.369,0.000000
1.371,0.000000
1.372,0.000000
1.373,0.000000
1.374,0.000000
1.375,0.000000
1.376,0.000000
1.378,0.000000
1.379,0.000000
1.380,0.000000
1.382,0.000000
1.383,0.000000
1.383,0.000000
1.386,0.000000
1.386,0.000000
1.388,0.000000
1.389,0.000000
1.391,0.000000
1.391,0.000000
1.392,0.000000
1.393,0.000000
1.395,0.000000
1.396,0.000000
1.397,0.000000
1.399,0.000000
1.400,0.000000
1.401,0.000000
1.402,0.000000
1.403,0.000000
1.405,0.000000
1.406,0.000000
1.406,0.000000
1.409,0.000000
1.410,0.000000
1.411,0.000000
1.412,0.000000
1.413,0.000000
1.414,0.000000
1.416,0.000000
1.417,0.000000
1.418,0.000000
1.419,0.000000
1.421,0.000000
1.422,0.000000
1.423,0.000000
1.424,0.000000
1.426,0.000000
1.426,0.000000
1.428,0.000000
1.429,0.000000
1.430,0.000000
1.431,0.000000
1.432,0.000000
1.433,0.000000
1.435,0.000000
1.436,0.000000
1.438,0.000000
1.439,0.000000
1.440,0.000000
1.441,0.000000
1.442,0.000000
1.443,0.000000
1.445,0.000000
1.445,0.000000
1.447,0.000000
1.448,0.000000
1.449,0.000000
1.451,0.000000
1.452,0.000000
1.453,0.000000
1.454,0.000000
1.455,0.000000
1.457,0.000000
1.458,0.000000
1.460,0.000000
1.461,0.000000
1.462,0.000000
1.463,0.000000
1.464,0.000000
1.466,0.000000
1.467,0.000000
1.468,0.000000
1.469,0.000000
1.471,0.000000
1.472,0.000000
1.473,0.000000
1.474,0.000000
1.475,0.000000
1.476,0.000000
1.478,0.000000
1.479,0.000000
1.480,0.000000
1.481,0.000000
1.482,0.000000
1.483,0.000000
1.485,0.000000
1.487,0.000000
1.488,0.000000
1.488,0.000000
1.490,0.000000
1.491,0.000000
1.491,0.000000
1.494,0.000000
1.495,0.000000
1.496,0.000000
1.497,0.000000
1.499,0.000000
1.500,0.000000
1.501,0.000000
1.503,0.000000
1.504,0.000000
1.505,0.000000
1.506,0.000000
1.507,0.000000
1.508,0.000000
1.509,0.000000
1.511,0.000000
1.512,0.000000
1.513,0.000000
1.514,0.000000
1.515,0.000000
1.517,0.000000
1.518,0.000000
1.520,0.000000
1.521,0.000000
1.522,0.000000
1.523,0.000000
1.524,0.000000
1.526,0.000000
1.527,0.000000
1.528,0.000000
1.529,0.000000
1.531,0.000000
1.532,0.000000
1.533,0.000000
1.534,0.000000
1.535,0.000000
1.537,0.000000
1.538,0.000000
1.539,0.000000
1.540,0.000000
1.542,0.000000
1.542,0.000000
1.544,0.000000
1.545,0.000000
1.546,0.000000
1.547,0.000000
1.549,0.000000
1.550,0.000000
1.551,0.000000
1.552,0.000000
1.553,0.000000
1.554,0.000000
1.555,0.000000
1.556,0.000000
1.558,0.000000
1.559,0.000000
1.561,0.000000
1.561,0.000000
1.563,0.000000
1.564,0.000000
1.566,0.000000
1.567,0.000000
1.568,0.000000
1.569,0.000000
1.570,0.000000
1.572,0.000000
1.573,0.000000
1.574,0.000000
1.575,0.000000
1.578,0.000000
1.578,0.000000
1.579,0.000000
1.580,0.000000
1.581,0.000000
1.583,0.000000
1.584,0.000000
1.585,0.000000
1.586,0.000000
1.587,0.000000
1.588,0.000000
1.589,0.000000
1.590,0.000000
1.592,0.000000
1.593,0.000000
1.595,0.000000
1.596,0.000000
1.597,0.000000
1.598,0.000000
1.599,0.000000
1.600,0.000000
1.602,0.000000
1.603,0.000000
1.604,0.000000
1.605,0.000000
1.607,0.000000
1.608,0.000000
1.609,0.000000
1.610,0.000000
1.611,0.000000
1.612,0.000000
1.614,0.000000
1.615,0.000000
1.616,0.000000
1.617,0.000000
1.619,0.000000
1.620,0.000000
1.621,0.000000
1.623,0.000000
1.624,0.000000
1.625,0.000000
1.626,0.000000
1.628,0.000000
1.629,0.000000
1.630,0.000000
1.631,0.000000
1.632,0.000000
1.633,0.000000
1.635,0.000000
1.637,0.000000
1.638,0.000000
1.639,0.000000
1.640,0.000000
1.641,0.000000
1.642,0.000000
1.643,0.000000
1.644,0.000000
1.645,0.000000
1.647,0.000000
1.649,0.000000
1.650,0.000000
1.651,0.000000
1.652,0.000000
1.654,0.000000
1.655,0.000000
1.656,0.000000
1.657,0.000000
1.658,0.000000
1.659,0.000000
1.660,0.000000
1.662,0.000000
1.663,0.000000
1.664,0.000000
1.665,0.000000
1.666,0.000000
1.668,0.000000
1.669,0.000000
1.670,0.000000
1.671,0.000000
1.672,0.000000
1.673,0.000000
1.675,0.000000
1.676,0.000000
1.678,0.000000
1.679,0.000000
1.680,0.000000
1.681,0.000000
1.682,0.000000
1.684,0.000000
1.685,0.000000
1.686,0.000000
1.686,0.000000
1.686,0.000000
1.686,0.000000
1.692,0.000000
1.693,0.000000
1.694,0.000000
1.695,0.000000
1.696,0.000000
1.697,0.000000
1.698,0.000000
1.699,0.000000
1.700,0.000000
1.701,0.000000
1.703,0.000000
1.704,0.000000
1.706,0.000000
1.707,0.000000
1.708,0.000000
1.709,0.000000
1.709,0.000000
1.712,0.000000
1.713,0.000000
1.714,0.000000
1.715,0.000000
1.716,0.000000
1.718,0.000000
1.719,0.000000
1.720,0.000000
1.722,0.000000
1.723,0.000000
1.723,0.000000
1.725,0.000000
1.726,0.000000
1.728,0.000000
1.729,0.000000
1.730,0.000000
1.731,0.000000
1.733,0.000000
1.734,0.000000
1.735,0.000000
1.736,0.000000
1.737,0.000000
1.739,0.000000
1.740,0.000000
1.741,0.000000
1.742,0.000000
1.744,0.000000
1.745,0.000000
1.746,0.000000
1.747,0.000000
1.749,0.000000
1.750,0.000000
1.751,0.000000
1.753,0.000000
1.754,0.000000
1.755,0.000000
1.756,0.000000
1.757,0.000000
1.759,0.000000
1.760,0.000000
1.761,0.000000
1.762,0.000000
1.763,0.000000
1.765,0.000000
1.766,0.000000
1.767,0.000000
1.769,0.000000
1.770,0.000000
1.771,0.000000
1.772,0.000000
1.773,0.000000
1.774,0.000000
1.776,0.000000
1.777,0.000000
1.778,0.000000
1.780,0.000000
1.781,0.000000
1.782,0.000000
1.783,0.000000
1.784,0.000000
1.785,0.000000
1.787,0.000000
1.788,0.000000
1.789,0.000000
1.790,0.000000
1.792,0.000000
1.792,0.000000
1.794,0.000000
1.795,0.000000
1.796,0.000000
1.798,0.000000
1.799,0.000000
1.800,0.000000
1.801,0.000000
1.802,0.000000
1.804,0.000000
1.805,0.000000
1.806,0.000000
1.808,0.000000
1.809,0.000000
1.810,0.000000
1.811,0.000000
1.813,0.000000
1.813,0.000000
1.815,0.000000
1.815,0.000000
1.817,0.000000
1.818,0.000000
1.819,0.000000
1.821,0.000000
1.822,0.000000
1.824,0.000000
1.824,0.000000
1.826,0.000000
1.826,0.000000
1.828,0.000000
1.830,0.000000
1.830,0.000000
1.833,0.000000
1.833,0.000000
1.834,0.000000
1.835,0.000000
1.837,0.000000
1.837,0.000000
1.839,0.000000
1.841,0.000000
1.842,0.000000
1.842,0.000000
1.844,0.000000
1.845,0.000000
1.847,0.000000
1.848,0.000000
1.850,0.000000
1.850,0.000000
1.851,0.000000
1.852,0.000000
1.853,0.000000
1.855,0.000000
1.857,0.000000
1.858,0.000000
1.859,0.000000
1.859,0.000000
1.861,0.000000
1.863,0.000000
1.864,0.000000
1.865,0.000000
1.866,0.000000
1.867,0.000000
1.869,0.000000
1.870,0.000000
1.870,0.000000
1.873,0.000000
1.873,0.000000
1.874,0.000000
1.876,0.000000
1.876,0.000000
1.878,0.000000
1.879,0.000000
1.881,0.000000
1.881,0.000000
1.882,0.000000
1.884,0.000000
1.886,0.000000
1.887,0.000000
1.888,0.000000
1.890,0.000000
1.890,0.000000
1.893,0.000000
1.893,0.000000
1.894,0.000000
